Skills,Education,ID,Category
"accounting, Apple computers, asset management, automation, basic, blueprints, budgets, budget, C, CA, hardware, concept, contracts, client,
database, DC, delivery, design and construction, directing, Electrical systems, electronics, equipment installation, filling, Fire protection, Food
safety, Hammer, HVAC, instruction, inventory management, inventory control, Labor relations, layout, logic, Logistics, machinery, maintenance
schedules, manufacturing processes, materials, Mechanical, Microsoft Access, 2000, Microsoft NT server, Microsoft Windows NT Server,
microwave, NEC, network, networks, Novell, Personnel, PLC programming, PLC, plumbing, Power distribution, process control, process
engineering, Programming, quality, quality control, radio, Record keeping, repairs, repairing, Safety, safety codes, SCADA, Siemens PLC,
staffing, supervising, Supervision, surveys, technical support, phones, transmission, troubleshooting, UHF, utilities, validation, VHF, View, Water
quality, Wonderware, written","2015 Certificate of Completion : AIB - HACCP Online Course - Haccp/Food Safety
2004 Select One : Yuba Community College - Business Management City , State
Coursework in Business Management
2003 NEEC Building Operator Certification : Butte College - Basic Electronics, Drafting City , State
1985 High School Diploma : Elk Creek High School City , State
Select One : Better Process Control School City , State , USA
Level 1 : NEEC Building Operator",10712803,ENGINEERING
"5 years of experience with CAD packages (SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO)
2.5 years of experience with CAE Softwares (HyperMesh, Abaqus, ANSYS, Optistruct)
2.5 years of experience with Analysis (Linear & Non-linear Static, Dynamic, GD & T, Tolerance Analysis, Design Optimization)",,10985403,ENGINEERING
"Tutoring, teaching, mathematics, algebra, geometry, English, content management, documentation, middle school & high school math,
college math, presentation, analysis, grading and evaluation, problem solving, ESL students, technology integration, classroom monitoring,
student assistance","Master of Business Administration : Decision Sciences 2007 San Francisco State University City , State
Courses: Operations Management, Total Quality Systems, Project Management, Business Forecasting, Supply Chain Management
Bachelor of Science : Mathematical Engineering 2004 Yildiz Technical University City , Turkey
Courses: Mathematical Analysis 1, 2, 3 & 4, Linear Algebra, Fundamentals of Mathematical Logic, Analytic Geometry, Ordinary Differential
Equations 1 & 2, Theory of Probability, Numerical Analysis 1 & 2, Statistics, Matrix Analysis, Optimization Techniques, Insurance Mathematics
Teaching Experience
Volunteer Math Tutor 09/2015 to Current Company Name City , State
Tutored students in Algebra, Geometry, Statistics
Attended Algebra classes to provide special assistance to English language learners ( ELLs) and help them understand the content and
express their grasp of mathematical concepts both orally and in writing.
Volunteer Math Tutor 04/2015 to 05/2015 Company Name City , State
Assisted students in Algebra I and II by providing volunteer teaching during flex time hours which is a class period when students visit a
chosen class to seek help with struggles or expand on their interests.
Teaching Assistant 09/2005 to 05/2007 Company Name City , State
Edited several business forecasting and operations management thesis papers for journal publications.
Graded exam papers and evaluated operations management and total quality systems class assignments.
Assisted in operations analysis, statistics and mathematics related work as assigned.
Mathematics and Statistics Tutor 09/2005 to 09/2006 Company Name City , State
Tutored students in mathematics, statistics and probability, estimation, hypothesis tests, regression analysis, and correlation, quantitative
analysis of production management and control with related computer applications and optimization techniques, inventory control, demand
forecasting.
Corporate Experience Operational Excellence Lead, Google Express 11/2004 to 04/2005 Company Name City , State
Analyzed data using statistical analysis tools such as correlation and multiple regression analysis.
Reviewed results and provided recommendations on system improvements, courier performance efficiency and capacity planning using
various optimization and data analysis techniques.
Identified operational areas that needed process and speed improvement to deliver orders faster.
Consultant 01/2013 to 02/2014 Company Name City , State
Supported the 77Looks application from pre-launch to current in marketing, content management, quality testing areas. Application won SF
Fashion Tech Pitch Competition in June 2013 and company has reached approximately 1M active users.
Operations Manager 10/2011 to 01/2013 Company Name City , State
Supervised a team of logistics analysts and warehouse staff in global warehouses.
Defined the scope of key performance indicator (KPI) reports and analytical tools needed which helped decrease operational errors by
more than 80%.
Turned large data sets into actionable items in the form of order forecast reports, optimization tools and inventory reconciliation reports.
Senior Analyst 10/2010 to 10/2011 Company Name City , State
Supported global operations by ensuring warehouse productivity, inventory accuracy, timeliness of order fulfillment and shipments.
Documented standard operating procedure(SOPs) and work flow processes for the use of operations and customer support teams.
Account Manager and Logistics Analyst 07/2007 to 10/2010 Company Name City , State
Managed customer accounts in different industries to ensure on time delivery of shipments for import and export operations.
Supervised and trained new users for procurement and warehouse management system.",11890896,ENGINEERING
"API, ATL, audio, backup, broadcast, C++, CLI, Hardware, concept, content management, Content, client, clients, documentation, dynamic","M.S : Computer Science Illinois Institute of Technology ï¼​ City , State Computer Science B.E : Electronics and Communication Engineering National Institute of Technology ï¼​ City India Electronics and Communication Engineering",11981094,ENGINEERING
"ASP.NET 4.5, academic, Clustering, consulting, curriculum development, customer satisfaction, data analysis, data mining, data warehouse,",,12011623,ENGINEERING
"Auto-Cad, C, C++, clients, HAZOP, ISO 9001, Logic, Microsoft office, Works, Minitab, Optimization, PLC, Pro-E, profit, Project","Master of Science , Industrial Engineering Dec 2014 University at Buffalo, The State University of New York GPA: 3.35/4.0 3.35/4.0 Industrial
Engineering Design and Analysis of Experiments, Supply Chain Modelling and Optimization, Production Planning and Control, Six Sigma Quality,
Facility Design, Quality Assurance, Sustainable Manufacturing, Lean Manufacturing, Computer Integrated Manufacturing, Project Management.
Bachelor of Engineering , Chemical Engineering Aug 2011 University of Mumbai ï¼​ City , India Chemical Engineering Instrumentation and Process
Control, Reaction Kinetics, Transport Phenomena, Environmental Engineering, Heat Transfer Operations, Mass Transfer Operations, Chemical
Engineering Thermodynamics.",12022566,ENGINEERING
"Experience in building and leading close-knit teams in a demanding environment with ambiguous or undefined and
frequently changing requirements",,12472574,ENGINEERING
Program Management Data Management,"Ph.D. : Computer informations Systems and Technology Claremont Graduate University , City , State
Master of Science : Computer Information Systems and Technology Claremont Graduate University , City , State
Bachelor of Arts : Business Administration Mount St. Mary's University , City , State
â€‹",12488356,ENGINEERING
Microsoft Office Develop drug,"Bachelor of Science : Mechanical Engineering , 05/2013
Temple University - City , State
Certifications Management Leadership Certification and Six Sigma Greenbelt certification
Work History
Engineering Manager , 03/2018 to Current
City , State
Create and maintain Technical Files per MDR requirements as well as attaining 510k on legacy products.
Assess testing gaps of legacy products and design creep.
Experienced in working with multiple departments.
Experienced in training and leading engineers in order to investigate field complaints, Gap analysis and building Technical files/DHF.
Experienced in leading team of engineers to lead all aspects of design process, including regulatory needs per market and development per
design control.
Tasked to create test plan and analysis of existing Class I, II and III products and Testing per latest applicable requirements.
Trained team in conducting project related cost analysis, test gap analysis and researching ISO/EN ISO/ASTM requirements.
Leading companywide EU MDR product transfer and testing on Infusion products, Dialysis products and standalone products.
Provided technical direction on MDR and 510k related projects and initiatives to other engineers and technicians.
Project Engineer II , 03/2017 to 03/2018
Company Name â€“ City , State
Working with product management, Clinical Analyst, sales, and regulatory to determine optimal design inputs for new products.
Completed design transfer and attained 510k on Class IIb device in under year.
Lead cross functional team including consulting agency in order to Develop drug device combination product and research optimal process
using DOE in order for mass production.
Leading all aspects of design control from designing on solid works to process validations and V&V Testing.
Analyzing and resolving field failures through investigation and testing.
Experienced in working with international regulatory teams in providing information for foreign registration.
Responsible for gap analysis and test planning in order to create and meet deadline for projects.
Experienced with reviewing and approving validation activities as well as provide support to staff to achieve project milestones.
Experienced working with cross functional teams to complete projects and tasks.
Engineer I , 06/2013 to 03/2017
Company Name â€“ City , State
Worked to bring Drug Device Combination product to mass production.
Completed new Class IIa product and completed project in 10 months.
Completing CAPAs and resolving field failures by research and testing.
Developed new testing methods and designed tooling for new testing.
Experienced in using Injection Molding Machine to Create and Test Prototypes.
Found cheaper and more responsible vendor for MRI related testing.",12518008,ENGINEERING
,"Bachelor of Science : Electrical and Computer Engineering 1990 University of California at Santa Barbara City , State
â€‹Various Project Management/Leadership Courses",12748557,ENGINEERING
Exceptional time management,"1991
Bachelor of Science : Electronics Engineering Technology
San Jose State University - City , State
Electronics Engineering Technology
A.S : Computer Science Mission College - City , State
Computer Science",13149176,ENGINEERING
"Net, photo, agile, analyst, Apple, automation, banking, budgets, business plan, closing, com, consulting, content, contracts, credit, encryption,
client, customer satisfaction, data migration, database administration, driving, e-commerce, features, financial, hiring, imaging, information
technology, insurance, interpretation, inventory, managing, market planning, marketing, market, marketing and sales, messaging, office, new
product development, developer, order management, camera, policies, presenting, pricing, procurement, product development, Product manager,
product management, product marketing, program management, quality, quality assurance, QA, radio, real-time, receiving, retail, sales, sales
management, shipping, software development, stories, strategy, supply chain, technical support, television, upgrades, UI design, utilities, venture
capital, vision, workflow, year-end","Master of Science : Management of Technology , 2006
Georgia Institute of Technology - City
Bachelor of Science : Computer Science , 1992
Rutgers University - City",13264796,ENGINEERING
Know-your-consumer (KYC),,14049846,ENGINEERING
"budget, hardware, network systems, database, Dec, documentation, inspection, logistics, meetings, MS Excel, Microsoft Office, Outlook,","Business Administration 2019 University of Phoenix Texas Business Administration
Professional Affiliations
Information Systems Security Association (ISSA)",14206561,ENGINEERING
"automotive, basic, broadcast, cables, cable, cabling, carpentry, chill, CA, conversion, Council, SC, Direction, documentation, electrical systems,
electronics, equipment installation, experimentation, FAX, forms, government, GPS, HVAC, inspecting, Inspection, laboratory testing, leadership,
team leadership, Team Lead, team leader, lighting, Logic, Maple, mechanical, Navy, NDS, Network, OSS, personnel, plumbing, Positioning,","1988
Diploma Norview High School Virginia Apprenticeship Council Electrical Apprenticeship
Additional Information
Location: Virginia Beach, VA Security Clearance: TOP SECRET",14554542,ENGINEERING
Administrative support Progress,,15139979,ENGINEERING
"Excellent communication, inspecting, Team Lead, modems, processes, Scheduling, Technician, Trainer, Troubleshooting","2000
Bachelor of Science : Electronic Engineering Electronics Engineering Field ITT Techinical Institute ï¼​ City , State GPA: GPA: 8 Electronic
Engineering Electronics Engineering Field",15601399,ENGINEERING
"assembly, ATM, Cadence, calibration, CA, hardware, DC, de-bugging, Ethernet, Graphic, ISO 9000, LabView, layout, Linux OS, Logic,","Solano College Associate Degree : Electronics Engineering Technology State Electronics Engineering Technology
Certificate in Quality Assurance Technology from De Anza College, CA. Certificate in PCB Design from The Copper Connection, CA.",15858254,ENGINEERING
"biology, budget, charts, Oral, cost analysis, data analysis, documentation, equipment operation, experiments, graphs, laser, materials, Natural Gas,",,15941675,ENGINEERING
Hardworking,,16803215,ENGINEERING
"Information security
Document management
Experience
Company Name June 2008 to Current Biomedical Engineering Technician II
City , State
Properly respond to service calls to evaluate, diagnose, perform repair and planned maintenance (PM) on the hospital's biomedical
equipment.
Integration of software for network systems such as Philips, Hillrom, and Hugs Infant Security System as well as installs of such systems.
Knowledge of the application and repair of computers and servers and how they interface with medical equipment.
Evaluate biomedical equipment issues, implement appropriate repairs; as assigned, perform planned maintenance (PM), maintain effective
customer relations, follow appropriate hospital policies, procedures, hospital protocol and complete necessary documentation.
Follow-up with hospital staff to ensure resolution.
Assist other technicians on basic and complex repairs.
Provide efficient service delivery for all medical devices within assigned areas.
Share the on-call / pager responsibility.
Document all repair actions and submit reports/summaries according to schedule.
Ensure proper care of spares, tools and test equipment and ensure calibration.
Maintain approved parts inventory.
Brings ideas/concerns to supervisor; participates in department decision-making.
Assist senior biomedical equipment technicians or leads with in-service educational programs on equipment use to staff.
Ensure all work orders, vendor service reports, PM activities, purchase orders and other duties are documented in an accurate and timely
manner.
Perform electrical safety checks on incoming medical equipment and monitor maintenance and repair records for them also.
Add to or change original components to meet specific or diagnostic requirements.
Maintain, inspect, install devices and system configurations, and oversee the hospital's Hugs infant security system which protects all
pediatric / newborn patients from abduction.
Review outcome of preventive maintenance actions and make recommendations to department staff concerning outcomes.
Knowledge of basic anatomy and physiology as applied to the use of biomedical equipment.
Knowledge of color code conventions used in component and wiring marking.
Promoted to one of 3 Lead Techs overseeing Preventive Maintenance (PM) inspections that are due each month throughout various
locations in the hospital, in charge of keeping the Supervisor informed on PM statistics, tracking the PM process week by week, and
training other techs on PMs.
Ability to lift up to 100 lbs and push a cart up to 250 lbs. Ability to stand and walk for hours at time.
Company Name January 2006 to July 2008 Nutrition Clerk
City , State
Keep a count of patients' carbs intake throughout the day.
Assist nurses in monitoring patients' daily meals to ensure they do not eat any foods restricted on their diet plan; prep and serve supplement
drinks to the patients while providing excellent customer service.
Company Name November 2006 to June 2008 Manager/Assistant Service Coordinator
City , State
Input, update, upload, and maintain master schedule files for DeVry University Kansas City, MO main campus and other DeVry branches.
Utilize Oracle database to schedule courses for the upcoming term and review student academic records to compare grade progression.
Provide tutoring for DeVry students, schedule the ESC staff as well as perform clerical chores for the academic and registrar office as
needed.
Managed a staff of 6-8.
Company Name June 2006 to November 2006 Receptionist
City , State
Answered phone calls and greeted customers, assisted staff with special projects, alphabetized and filed paperwork.
Monitored equivalency tests for new students to access knowledge before they enroll and monitored proficiency tests for current students
who want to test out of classes.
Cleaned student testing.
area and reception areas; alphabetized student academic files so they could be ready for scanning into the school's electronic records
database; received and submitted transcript requests to the Systems Administrator.
Skills",,16911115,ENGINEERING
"Basic and Advanced Supervision Training Courses, CAMC, Charleston, WV","AAS : Electronic Technology West Virginia State University City , State
BA : Business Management Marshall University City , State
Diploma : Computer Programming Center College City , State
Professional Affiliations
AMSP (Association of Medical Service Provider) member and held position of Secretary
WVBA (WV Biomedical Association) founding member and held position of Secretary
KARC (Kanawha Amateur Radio Club) member, Call Sign: KA8ISQ
ARES/RACES (Amateur Radio Emergency Service/ Radio Amateur Civil Emergency Services) member",17043822,ENGINEERING
"Air Force, budget, Hardware, Conflict Management, continuous improvement, DC, delivery, DOORS, electrical engineering, electrical systems,","Master of Business Administration (MBA) Indiana University
Bachelor of Science : Electrical Engineering Electrical Engineering
BSEE University of Evansville
Project Management Graduate Certificate Villanova University",17103000,ENGINEERING
"Academic, acrylic, AutoCAD, CAD, concept, Engineer-In-Training, EIT, estimating, drawing, graphics and design, Laser, Material Science, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, design process, progress, Project management, Project management, proposals,","BACHELOR OF SCIENCE : MECHANICAL ENGINEERING University of California , City , State MECHANICAL ENGINEERING
Engineer-In-Training (EIT) Certified October 2015",17108676,ENGINEERING
"Experience with AutoCAD, Microsoft Office, and various ERP systems.","Bachelor of Science : Mechanical Engineering , 1978 Rose-Hulman Institute of Technology - City , State , USA
Bachelor of Science in Mechanical Engineering, - Rose-Hulman Institute of Technology. Additional management and business training at Stetson
University and Brunswick Corporation.",17488801,ENGINEERING
Electro-mechanical design JMP,,17926546,ENGINEERING
Electronic & Mechanical Technology,,18753367,ENGINEERING
"Adobe Acrobat, AutoCAD, CMS, customer relations, delivery, designing, documentation, drafting, electronics, Train employees, ERP, Great","Bachelor of Business Administration : 1996 Langston University ï¼​ City , State Magna Cum Laude GPA: 3.5",19124258,ENGINEERING
"AutoCAD, C, C++, Calibration, charts, data analysis, Database, designing, documentation, Forecasting, IMS, inspection, inventory, ISO, ISO
9001, Java, Lean Manufacturing, MS Access, Excel, MS Office, PowerPoint, Minitab, process improvement, Programming, Python, quality,
safety, SAP, SAP R/3, Scheduling, Siemens, Solid works, SOP, Strategy/planning, supervising 4, Visual Basic, reduce waste","Masters of Science : Industrial Engineering Production & Inventory management , May 2016 University of Texas ï¼​ City , United States GPA:
GPA: 3.5 Industrial Engineering GPA: 3.5 Production & Inventory management
Bachelor of Engineering : Production Engineering Manufacturing, Planning and Supply Chain , July 2013 Mumbai University India GPA: GPA: 3.5
Production Engineering GPA: 3.5 Manufacturing, Planning and Supply Chain",19396040,ENGINEERING
"Live Electrical, Arc Flash, Lock-Out/Tag-Out, ESD, functional testing, test equipment repair and operation, troubleshooting, ISO-9001 standards,
electrical equipment operation, Mechanical repair, oil servicing, Power Generation, soldering, electrical component repair, safety awareness,
schematics, blueprints, drawings, various testing equipment, equipment/wiring installation, solenoid/valves, PC repair, fabrication, well organized,
self motivated, excellent written and verbal communication skills,","Certificates 1998 State
â€¢Certificate, UAV Mechanical Technician course, U.S. Army, Ft. Huachuca, AZ, completed 1998
â€¢Certificate, UAV Maintenance Technician Common course, U.S. Army, Ft. Huachuca, AZ, completed 1998
â€¢Certificate, Power Generation Equipment Repairer, U.S. Army, Aberdeen Proving Ground, MD completed 1996 â€¢Certificate, Power Generation Equipment Repairer, U.S. Army, Aberdeen Proving Ground, MD completed 1996
â€¢Diploma, Pueblo High School, Tucson, AZ, graduated 1996
Bachelor of Science : Professional Aeronautics Embry Riddle Aeronautical University City , State , U.S
Completed 2 years",19397727,ENGINEERING
"accounts receivable, AIA, bank reconciliation, billing, billings, budgets, daily cash receipts, cash flow, Consultant, Contracts, Controller, clients,
financial, financial reports, financial statements, Forms, General Ledger, general ledger accounts, Government, insurance, meetings, excel,","M.B.A , Business Administrator 2005 American Intercontinental University ï¼​ City , State Business Administrator
B.A , Accounting 1997 Florida International University ï¼​ City , State Accounting",19553067,ENGINEERING
Leadership Development Program,"High School Diploma 12 El Dorado High School City , State , USA",19612167,ENGINEERING
,,20566550,ENGINEERING
"budgeting, CAD, construction management, engineer, film,Â hiring, inspection, laser, machinery, managing,
mechanical,Â negotiations,Â processes, process improvement, project management, quality, simulation, SPC, strategy, supervision, system
administrator","Bachelor of Science : Mechanical Engineering University of Idaho - School of Engineering - City , State",20882041,ENGINEERING
"C, R, Catia, AutoCAD, ANSYS, Microsoft office, Product Project Management, GD&T, Minitab, Kanban, Kaizen, FMEA. development.",,20981299,ENGINEERING
"VB.NET, ASP.NET, Apple, Budget Management, Business Objects, C++, Calculator, Coach, interpersonal skills, Continuous Improvement,","B.S : Mechanical Engineering , 2005 McFord University ï¼​ City , State , US GPA: GPA: 3.6
Major i Mechanical Engineering GPA: 3.6
M.S : Electrical Engineering , 2010 McFord University ï¼​ City , State , US GPA: GPA: 3.7
Electrical Engineering GPA: 3.7
B.S.I.T : Software Engineering , 2012 University Of Phoenix College ï¼​ City , State , US GPA: GPA: 3.7
Bachelors of Science in Software Engineering GPA: 3.7",21038022,ENGINEERING
"Bluebeam, Mathcad, Microsoft Word, Excel, Project, Powerpoint, Autocad Civil 3D.",,21298336,ENGINEERING
Operational analysis Technical plan execution aptitude,"Associate of Applied Science : Current
Central Maine Community College
Continuing coursework in Math, History and finishing the ELT program.
Member of National Vocational Technical Honor Society
Phi-Theta-Kappa",21629057,ENGINEERING
Microsoft Office SPC,,21807224,ENGINEERING
"Calibration, Chemical Engineering technician, documentation, Engineering Management, equipment inventory, inspection, Â Maintain inventory,","ESOL 2010 Saint Petersburg College City , State , USA
2009-2010 ESOL Program
4.00 GPA
Bachelor of Science : Engineering Managment 2020 Arizona State University City , State , USA
BSE Engineering Management
Working towards my Bachelors degree with the major GPA as 3.45
Expected to graduate spring of 2020.
Associate of Science : ï‚§Chemical Technician 1993 1989-1993 Chemical and Textile School Sanski Most,YU City , State , Yugoslavia
Technician for the Production of Nonmetal and Construction Materials, Â Â IV Level-Chemical Engineering>
3.1 GPA",21847415,ENGINEERING
"active directory, AD, bridges, client, Designing, DHCP, DNS, imaging, ITIL v, Managing, messaging, access, MCSE, mail, office, outlook,","National Institute of Technology(NIT) City , India Bachelor of Engineering (B.E",22605864,ENGINEERING
"A+, Active Directory, Antivirus, Apple, Bash, Basic, BGP, CAD, call center, CCNA, CD-ROM, CLI, Cisco iOS, Cisco, com, Hardware,
computer hardware, Council, Critical Thinking, Encryption, Client, Dell, DHCP, documentation, DNS, Edge, email, Firewall, Forms, Help Desk",,22890839,ENGINEERING
"PLC: IEC 61131 (Ladder Logic, Functional Block Diagram, Structured Text, Instruction List. ), Java, C, Visual Basic, VHDL, PSpice,",,23234047,ENGINEERING
"Ability to utilize TIRKS, Switch, LFACs, Microstation, ICGS / IDDS, Word, Excel, RequestNet, AARDWOLF, ADTRAN, Microsoft",,23438227,ENGINEERING
"Microsoft Office Suite, Dynamic AX, Access, Excel, PowerPoint and Word.","Bachelor of Arts : Communication , 05/2015
Oakland University",23497307,ENGINEERING
"AutoCAD, C++, Visual Basics",,24322804,ENGINEERING
Testing | Troubleshooting | Embedded Hardware & Software |Microprocessors | Computer|systems | Hardware & Software design |,,24647794,ENGINEERING
"Engineer, Manufacturing Engineer, Process Improvement, Tooling, Welding, Automated Equipment, Quality Control, Robotic, Robotic Welding,","Master of Business Administration : Project & Program Management KELLER GRADUATE SCHOOL OF MANAGEMENT, DEVRY
UNIVERSITY City , State , US Master of Business Administration May 2010 Concentration: Project & Program Management GPA: 3.6
KELLER GRADUATE SCHOOL OF MANAGEMENT, DEVRY UNIVERSITY Naperville, IL
Bachelor of Science : Political Science, Economics MINNESOTA STATE UNIVERSITY City , State , US Bachelor of Science Degree in
Political Science May 2004 Emphasis: Political Philosophy / Minor: Economics GPA: 3.5 MINNESOTA STATE UNIVERSITY Mankato, MN
Earned placement on the Dean's List | Served as Student Advisor to the Dean of Social and Behavioral Sciences.
Manufacturing Engineering Technology NORTHWEST IOWA COMMUNITY COLLEGE City , State , US Manufacturing Engineering
Technology July 1997 NORTHWEST IOWA COMMUNITY COLLEGE Sheldon, IA 1st Place- Iowa & 4th Place-National Automated
Manufacturing Competition| Student Government Senator",25425322,ENGINEERING
Data entry,"Diploma : 1999 East Boston High School ï¼​ City , State",25608963,ENGINEERING
"Delivery, ergonomics, Lighting, Paint, PLC, PLC 5, power distribution, producing, programming, Project Management, Robotic systems, safety,
troubleshooting, Vision Systems","Associates Degree : Applied Science Electronics Technology , January 1995 Central Alabama Community College ï¼​ City , State Applied
Science Electronics Technology
High School Diploma : January 1992 Talladega High School ï¼​ City , State",25797445,ENGINEERING
Microsoft office Suite (2013),"2002 Associate of Science : Northern Essex - Electronic Technology Engineering computer System City , State , USA
3.7Â GPA
Certificate in Microsoft Office
Graduated Deans ListÂ
2004 AssocIate Degree : Hesser College - Paralegal Studies City , State , United States GPA: GPA: 4.0
Coursework in English, Communications and Writing
Legal System training Â of class",25919149,ENGINEERING
"3D modeling, architectural drafting, AutoCAD, read blueprints, carpentry, Detail oriented, drafting, email, floor plans, frame, 3dsMax, mechanical,
messaging, Microsoft Office applications, Multi-tasking, painting, problem solving skills, reading, renovation, Revit, self-motivated, supervisor",,25930778,ENGINEERING
"Construct, test and troubleshoot AC/DC circuits",,26456899,ENGINEERING
"automation, budget, interpersonal, computer literate, contracts, cost reduction, CPU's, clients, database software, Documentation, Electrical
systems, Energy Manager, Facility management, HVAC, hydraulics, inspection, Inspector, laundry, leadership, team leader, legal, machinery,
mechanical, meetings, MSA, Navy, NEC, optimization, PLC programming, PLC, Plumbing, processes, procurement, project management,
quality, Quality Assurance, radiography, real estate, repairs, repairing, Safety, strategic, strategic plans, supervision, technical support,
troubleshooting, upgrade, weld, welding, written communication skills",Professional Certified Energy Manager Leed Green associate,26834746,ENGINEERING
"credit, customer service, data entry, dispatching, drivers, focus, forms, inventory, Excel, Outlook, Publisher, Word, quick, Sales, scheduling,
supervising, phone, time management, transportation, websites",,27040860,ENGINEERING
"QA Engineering software expertise - Design, Estimate,","Master of Computer Applications (MCA) : Computer Applications, Software Engineering, Databases, Networking, and Operating Systems ,
2005
Devi Ahilya University
Bachelors of Science : Electronics , 2002
Devi Ahilya University - City
Micro-processors, Databases, Networking, and Operating Systems",27152464,ENGINEERING
"Proactive, self-motivated, team player well versed in AP, AR, bank reconciliations, billings, budgets, cash flow projections, government
contracting, and financial statements. Experienced with many accounting, technical, and office applications including Quickbooks (expert),","Master of Science : Accounting and Finance , 2012 University of Maryland, University College ï¼​ City , State
M. Eng : Aerospace Engineering , 2001 University of Maryland ï¼​ City , State
Bachelor of Science : Aerospace Engineering University of Maryland ï¼​ City , State",27756469,ENGINEERING
"ArcView, AutoCad, Drafting, GPS, graphic, Inspection, Microsoft Access, Microstation, File Maintenance, repairs, supervision, surveys, utilities",,28005884,ENGINEERING
"API, Approach, ATL, audio, backup, broadcast, C++, CLI, com, CA, Hardware, concept, Content, clients, documentation, dynamic HTML5,
editing, XML, FTP, functional, drawing, GUI, http, IDs, Innovation, explorer, IP, JavaScript, json, LAN, MB, C#, MFC, office, Win, Windows,
2000, migration, NAS, OOP, page, Proxy, rendering, SAN, Scrum, servers, specification, team management, threads, troubleshoot, Video,",,28078163,ENGINEERING
"administrative, cash receipts, customer service, directing, instruction, inventory, leadership, logistics, machinery, marketing, mentoring, natural gas,
organizing, personnel, police, progress, promotion, proposals, quality, quality control, reading, reconciling, risk management, safety, sales,
supervisory, supervision","May 2016 Bachelor of Science : Petroleum Engineering LOUISIANA STATE UNIVERSITY ï¼​ City , State Petroleum Engineering",28320387,ENGINEERING
"Lead Development, build teams, mentor, interface with customers and vendors, architect end to end. Develop products in consumer electronics,
digital TV, industrial automation, control systems","M.Tech : Control Systems , 1988 Indian Institute of Technology ï¼​ City , India Control Systems
B.E : Electrical Engineering , 87 Devi Ahilya University ï¼​ City , India Electrical Engineering
Course : Machine learning , 2016 Coursera - Stanford USA",28505854,ENGINEERING
Budget development,"B.S : Management information system , 1991
WORCESTER STATE University, MASS -
GPA: GPA: 3.1 Management information system GPA: 3.1
B.S : Electrical engineering technology , 5 1987
CENTRAL NEW ENGLAND COLLEGE - State
GPA: GPA: 2.89 Electrical engineering technology GPA: 2.89 Dale Carnegie: Effective Speaking and Human Relation, 1995.",28628090,ENGINEERING
"ASP, C#, VB.NET, SOAP, REST",,28630325,ENGINEERING
,"Graduate Certificate : Project Management 2010 University of Maryland University College City , State
MBA : Management 2004 Strayer University City , State
Bachelor of Science : Internetworking Technologies 2003 Strayer University City , State",28631840,ENGINEERING
"API, Approach, ATL, Audio, backup, bridges, broadcast, C++, CLI, COM, CA, Hardware, concept, Content, CSS, documentation, editing,","M.S : Computer Science Illinois Institute of Technology ï¼​ City , State GPA: GPA: 3.9 / 4.0 Computer Science GPA: 3.9 / 4.0
B.E : Electronics and Communication Engineering National Institute of Technology ï¼​ City , India GPA: First Class with Distinction Electronics
and Communication Engineering First Class with Distinction
JSON protocol API documents for all 10 JSON services.",28762662,ENGINEERING
"Maintenance, Corrective Maintenance, Documentation, Industrial Machinery, Preventive Maintenance, Sensors, Biotechnology, Electrical","Bachelor of Science : Electrical Engineering , 2009 POLYTECHNIC UNIVERSITY OF PUERTO RICO POLYTECHNIC UNIVERSITY OF
PUERTO RICO, PR Bachelor of Science in Electrical Engineering, 2009 ~ GPA: 2.50/3.00",28831378,ENGINEERING
"Air Force, ANSYS, approach, C, CAD, decision-making, designing, experimentation, Experiments, features, FORTRAN, instructor, lesson
planning, machining, marketing, Materials, MATLAB, Mechanical Design, Microsoft Office, Modeling, NASTRAN, enterprise, OS, optimization,","Doctor of Philosophy : Mechanical Engineering Dec 2016 Arizona State University City , State GPA: GPA: 3.9/4.0 Mechanical Engineering GPA:
3.9/4.0
Master of Science : Mechanical Engineering December 2013 Arizona State University City , State GPA: GPA: 4.0/4.0 Mechanical Engineering
GPA: 4.0/4.0",28923650,ENGINEERING
"basic, C++, CPR certified, Data Acquisition, designing, Digital Design, direction, documentation, Electronics I, engineer, fashion, First Aid, HTML
programming, Intel, LabView, market, materials, MatLab, Excel, MS Office, PowerPoint, Windows 2000, Word, Multimeters, natural,","B.S : Electrical Engineering , June 2009 Portland State University ï¼​ City , State Electrical Engineering
B.S : Biology Chemistry , June 2000 Southern Oregon University ï¼​ City , State Biology Chemistry",30097175,ENGINEERING
"Academic, AutoCad, banking, basic, Calculus, credit, database, Database Management System, Engineer, Experiments, GUI, LASER, layout,","May 2016
Arizona State University
Industrial Engineering
Master of Science Industrial Engineering 3.15
May 2011
University of Mumbai
Mechanical Engineering
Bachelor of Engineering Mechanical Engineering 3.9 Sustainable Energy Sources, Project Life Cycle Management, Design of Engineering
Experiments, Probability and Statistics, Heat and Mass Transfer",30288581,ENGINEERING
